customer_inn,customer_kpp,contract_subject,contract_price_rub,advance_sum_percents,subcontractor_sum_percents,enforcement_type,enforcement_amount_rub,supplier_inn,supplier_kpp,log_price,tru_okpd2_code_y,participant_inn,participant_kpp,fz,procedure_qty,win_qty,winrate,untrustworthy_flag
8903033682,890301001,Поставка риса,15124.0,-1.0,-1.0,-1,-1.0,8904024391.0,890401001.0,4.179695383324507,10.61.10.000,8904024391.0,890401001.0,223fz,32.0,31.0,0.96875,0.0
2127009985,213001001,Выполнение работ по изготовлению и установке противомоскитных сеток,43000.0,-1.0,100.0,-1,-1.0,212910469576.0,-1.0,4.63347855533382,23.14.12.110,212910469576.0,-1.0,44fz,31.0,12.0,0.3870967741935484,0.0
7805144907,780501001,-1,37864.56,-1.0,-1.0,cashAccount,7888.6,7804613391.0,780401001.0,4.57824438406071,20.41.32.119,7804613391.0,780101001.0,223fz,1.0,1.0,1.0,0.0
5079006514,507901001,Закупка сахаристых кондитерских изделий в образовательные организации городского округа Шаховская,20583.09,-1.0,-1.0,cashAccount,3563.72,5079013014.0,507901001.0,4.3135316720760715,10.82.22.112,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
7801265957,780101001,-1,80532.0,-1.0,-1.0,-1,-1.0,7707049388.0,784043001.0,4.905973877649214,61.20.20.000,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
7802030429,781401001,-1,158212.7,-1.0,-1.0,cashAccount,15821.27,890306195719.0,-1.0,5.199244087105978,32.50.22.129,890306195719.0,-1.0,223fz,28.0,19.0,0.6785714285714286,0.0
7113006013,711301001,оказание услуг по проверке сметной документации,58606.0,-1.0,-1.0,-1,-1.0,7107026276.0,710601001.0,4.767949491100243,71.12.35.120,7107026276.0,710601001.0,44fz,187.0,187.0,1.0,0.0
5918002547,591801001,-1,3500.0,-1.0,-1.0,cashAccount,175.0,7724261610.0,590202001.0,3.5441921107650325,58.19.14.110,7724261610.0,702001.0,44fz,1.0,1.0,1.0,0.0
4400000299,440101001,Поставка металлопроката для нужд  филиала ОГБУ «Костромаавтодор» - «Костромской асфальтобетонный завод»,386553.0,-1.0,-1.0,cashAccount,19327.65,3702588808.0,370201001.0,5.587210171640836,24.10.41.000,3702588808.0,370201001.0,223fz,7.0,5.0,0.7142857142857143,0.0
6155031066,615501001,Закупка изделий медицинского назначения (Шприц общего назначения 5 мл) для нужд учреждений здравоохранения г.Шахты на 2020 год.,4780.43,-1.0,-1.0,cashAccount,612.9,7728388529.0,772801001.0,3.6795578020998447,32.50.13.110,7728388529.0,482101001.0,223fz,3.0,3.0,1.0,0.0
5753016489,575301001,Масло подсолнечное рафинированное,12885.77,-1.0,-1.0,bankGuarantee,737.1,575201465797.0,-1.0,4.110144077403022,10.41.54.000,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
5407015747,540701001,Поставка универсальной цифровой рентгенографической системы,9700000.0,-1.0,-1.0,bankGuarantee,485000.0,5407070642.0,540601001.0,6.98677177903887,26.60.11.113,5407070642.0,540601001.0,44fz,24.0,18.0,0.75,0.0
7307001913,730701001,"Ремонт системы отопления квартиры многоквартирного жилого дома, расположенного по адресу: Ульяновская обл., Карсунский район, п. ЧНФ, ул. Фабричная, д. 20, кв. 5",104643.24,-1.0,-1.0,cashAccount,6189.2,7309906153.0,730901001.0,5.019715328182958,43.22.12.190,7309906153.0,730901001.0,44fz,11.0,6.0,0.5454545454545454,0.0
4501008880,450101001,-1,76407.07,-1.0,-1.0,bankGuarantee,32806.7,6686107274.0,668601001.0,4.883139229928848,32.50.13.190,6686107274.0,668601001.0,223fz,41.0,20.0,0.4878048780487805,1.0
8619008352,861901001,"Оказание услуг по изготовлению и трансляции информационных материалов о развитии жилищно-коммунального комплекса Нефтеюганского района, дорожной деятельности и пропаганде безопасности дорожного движения в 1 квартале 2020 года",1809027.0,-1.0,-1.0,-1,-1.0,8604043435.0,860401001.0,6.257445288889325,60.20.12.000,8604043435.0,860401001.0,223fz,1.0,1.0,1.0,0.0
4027085150,402701001,-1,145461.0,-1.0,-1.0,-1,-1.0,4029004862.0,402701001.0,5.162749554519566,51.10.11.000,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
5504019137,550601001,Оказание услуг по обязательному ежегодному подтверждению аттестации рабочих мест по требованиям безопасности информации автоматизированных систем ТФОМС Омской области,350000.0,-1.0,-1.0,cashAccount,35000.0,5504236004.0,550401001.0,5.54406928518988,62.02.20.120,5504236004.0,550401001.0,44fz,101.0,87.0,0.8613861386138614,0.0
6445003335,644501001,Поставка лекарственного препарата с МНН АМЛОДИПИН,13932.0,-1.0,-1.0,cashAccount,1004.4,6679075060.0,667901001.0,4.14404463711095,21.20.10.147,6679075060.0,667901001.0,223fz,51.0,12.0,0.23529411764705882,0.0
5441100840,544101001,-1,6266.65,-1.0,-1.0,cashAccount,313.33,246414974401.0,-1.0,3.797104736470342,13.99.19.111,246414974401.0,-1.0,44fz,165.0,79.0,0.47878787878787876,1.0
2806000761,280601001,-1,2888.0,-1.0,-1.0,-1,-1.0,2537124300.0,253701001.0,3.460747541844197,85.42.19.000,2537124300.0,250201001.0,44fz,1288.0,227.0,0.17624223602484473,1.0
2265001927,226501001,Поставка лекарственного препарата для медицинского применения Моксонидин,1856.4,-1.0,-1.0,bankGuarantee,185.64,2221138988.0,222401001.0,3.268905441212014,21.20.10.142,2221138988.0,222401001.0,223fz,5.0,4.0,0.8,1.0
7820031129,782001001,"Оказание услуг по сервисному обслуживанию узлов учета тепловой энергии (УУТЭ), находящихся на балансе учреждений образования Пушкинского района Санкт-Петербурга в 2020 году",17370.0,-1.0,-1.0,-1,-1.0,7807096670.0,780701001.0,4.239824820288267,33.12.29.000,7807096670.0,780701001.0,44fz,58.0,39.0,0.6724137931034483,0.0
5503053520,550301001,-1,11777.0,-1.0,-1.0,-1,-1.0,5504112337.0,550501001.0,4.07107154998365,17.22.11.110,5504112337.0,550501001.0,223fz,3.0,3.0,1.0,0.0
3312003482,331201001,Бензин автомобильный АИ-92 экологического класса не ниже К5 (розничная реализация),316640.0,-1.0,-1.0,cashAccount,17220.0,330301343270.0,-1.0,5.500567148431915,19.20.21.125,330301343270.0,-1.0,223fz,6.0,5.0,0.8333333333333334,0.0
5257046920,525701001,-1,40758.76,-1.0,-1.0,cashAccount,5063.2,5261031002.0,526101001.0,4.610231618146398,17.12.14.112,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
2311092752,231502001,Поставка продуктов питания (яйцо куриное) в целях выполнения государственного оборонного заказа,311075.1,-1.0,-1.0,-1,-1.0,2311156090.0,231101001.0,5.492866645512942,01.47.21.000,2311156090.0,231101001.0,44fz,281.0,87.0,0.3096085409252669,0.0
7325025829,732501001,Учебники печатные общеобразовательного назначения,469251.0,-1.0,-1.0,-1,-1.0,7717777548.0,771701001.0,5.671406132304813,58.11.11.000,7717777548.0,771701001.0,223fz,50.0,33.0,0.66,0.0
7128000511,712801001,-1,98060.0,-1.0,-1.0,cashAccount,4906.5,4003032128.0,400301001.0,4.9914963177523735,22.19.60.119,4003032128.0,400301001.0,44fz,81.0,43.0,0.5308641975308642,0.0
6613004968,663301001,Оказание образовательных услуг по профессиональному обучению (профессиональной подготовке) безработных граждан по профессии Тракторист категории С.,80729.35,-1.0,-1.0,cashAccount,5133.33,6633999461.0,663301001.0,4.907036835336621,85.31.11.000,6633999461.0,663301001.0,44fz,17.0,13.0,0.7647058823529411,0.0
2636019265,263601001,Учебники печатные общеобразовательного назначения,179923.7,-1.0,-1.0,-1,-1.0,7715995942.0,770701001.0,5.255090787233072,58.11.11.000,7715995942.0,440701001.0,223fz,1.0,1.0,1.0,0.0
2926005793,290101001,-1,160125.0,-1.0,100.0,cashAccount,36600.0,7726416643.0,772601001.0,5.204461854965863,17.12.14.119,7726416643.0,81602001.0,223fz,1.0,1.0,1.0,0.0
264005932,26401001,-1,474737.72,-1.0,-1.0,cashAccount,47473.77,27810429756.0,-1.0,5.676454654504464,28.25.13.119,27810429756.0,-1.0,223fz,1.0,1.0,1.0,0.0
7701026810,770701001,-1,44772048.0,10.0,-1.0,bankGuarantee,4500045.4,5048008198.0,772901001.0,7.6510069703948504,51.10.11.000,5048008198.0,772901001.0,223fz,2.0,2.0,1.0,0.0
7017200956,701701001,Оказание услуг по модернизации системы защиты информации и проведению аттестационных испытаний с выдачей аттестата соответствия государственной информационной системы «112» Томской области,4700000.0,-1.0,-1.0,bankGuarantee,235000.0,7017311494.0,701701001.0,6.672097950338789,58.29.50.000,7017311494.0,701701001.0,223fz,8.0,7.0,0.875,0.0
5030051403,775101001,Оказание услуг по подаче холодного водоснабжения и водоотведения,145000.0,30.0,-1.0,-1,-1.0,7701984274.0,770101001.0,5.161370997359005,36.00.11.000,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
7701827320,770901001,"Оказание услуг по предоставлению санаторно-курортного лечения (по путевкам) в 2020 году в санатории для лечения болезней нервной системы, а также сопутствующих заболеваний, являющихся профильными для санатория (санатории   Черноморского побережья).",10323600.0,-1.0,-1.0,-1,-1.0,9110086800.0,911001001.0,7.013831211016457,86.90.19.140,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
8902011534,890801001,Оказание услуг по озеленению территории муниципального образования п. Харп в 2020 году»,380000.0,-1.0,-1.0,bankGuarantee,117000.0,8901007045.0,890101001.0,5.579784739495522,81.30.10.000,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
4105041354,410501001,"ЭА365-19 Приобретение однокомнатных благоустроенных квартир в собственность Елизовского муниципального района для обеспечения детей-сирот и детей, оставшихся без попечения родителей жилыми помещениями в соответствии с Федеральным законом от 21.12.1996 № 159-ФЗ, Законом Камчатского края от 09.10.2012 № 135-ФЗ",2758085.0,-1.0,-1.0,cashAccount,137904.25,410500004378.0,-1.0,6.440607803806162,68.10.12.000,410500004378.0,-1.0,44fz,3.0,2.0,0.6666666666666666,0.0
6229090397,622901001,Поставка роллетов автоматических,170488.0,-1.0,-1.0,bankGuarantee,34097.6,6234077440.0,623401001.0,5.231696363425806,25.11.23.120,6234077440.0,623401001.0,223fz,1.0,1.0,1.0,0.0
7445040240,745601001,-1,418452.98,-1.0,-1.0,-1,-1.0,7718770714.0,771801001.0,5.621647702876418,21.20.10.134,7718770714.0,410101001.0,44fz,1.0,1.0,1.0,0.0
2115002537,211501001,-1,39577.17,-1.0,-1.0,-1,-1.0,2130065683.0,213001001.0,4.5974557095956055,62.01.10.000,2130065683.0,213001001.0,223fz,1.0,1.0,1.0,0.0
1904000990,190401001,"Поставка изделий медицинского назначения (Пакеты для утилизации медицинских отходов), лот № 46 на 2 полугодие 2019 года",2581.62,-1.0,-1.0,cashAccount,346.5,190121922507.0,-1.0,3.412060509911718,22.22.11.000,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
2443015345,244301001,-1,268240.0,-1.0,-1.0,-1,-1.0,7714016753.0,771401001.0,5.428525159469647,58.11.11.000,7714016753.0,770301001.0,44fz,1.0,1.0,1.0,0.0
3825003689,382501001,-1,270590.4,-1.0,-1.0,-1,-1.0,3808166404.0,381201001.0,5.432313989630798,35.12.10.110,3808166404.0,338164500.0,44fz,1.0,1.0,1.0,0.0
5036034309,503601001,-1,124260.24,-1.0,-1.0,-1,-1.0,7734699480.0,504843001.0,5.0943356831131705,38.11.29.000,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
411005460,41101001,-1,35109.01,-1.0,-1.0,cashAccount,2029.43,7730628288.0,773001001.0,4.545430953160714,26.30.23.000,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
5638007790,563801001,-1,99624.0,-1.0,-1.0,-1,-1.0,5609091941.0,560901001.0,4.9983683344041685,21.20.10.236,5609091941.0,560901001.0,223fz,3.0,2.0,0.6666666666666666,0.0
7726269678,772601001,Поставка учебного оборудования для многофункциональных лабораторий и конструирования в рамках проекта «Техносфера современной школы» (Интерактивный комплекс для лаборатории «Информационно-технологический полигон») Лот 2,37214432.59,-1.0,-1.0,-1,-1.0,7715368370.0,771501001.0,7.570711413342415,26.20.14.000,7715368370.0,771501001.0,223fz,17.0,9.0,0.5294117647058824,0.0
8906007793,890601001,Поставка интерактивных столов,269000.0,-1.0,-1.0,bankGuarantee,37500.0,463407136472.0,-1.0,5.429753894477035,26.20.16.160,463407136472.0,-1.0,223fz,7.0,4.0,0.5714285714285714,0.0
4346011797,434501001,"услуги по передаче электрической энергии и услуги, оказание которых",5053071.42,76.98,-1.0,-1,-1.0,5612042824.0,502401001.0,6.703555522536865,35.14.10.000,5612042824.0,45354601.0,44fz,1.0,1.0,1.0,0.0
7536053695,753601001,Поставка строительных материалов (13540-ЭА),73284.99,-1.0,-1.0,-1,-1.0,753600423773.0,-1.0,4.865020958989906,20.30.21.130,753600423773.0,-1.0,223fz,71.0,39.0,0.5492957746478874,0.0
2540183306,254001001,-1,121802.8,-1.0,-1.0,cashAccount,6090.14,2508117838.0,250801001.0,5.085660837502832,81.10.10.000,2508117838.0,250801001.0,44fz,23.0,15.0,0.6521739130434783,0.0
5445118574,544501001,Поставка форменной одежды и снаряжения,95368.0,-1.0,-1.0,cashAccount,9539.0,3662188455.0,366201001.0,4.979407228825493,14.12.30.190,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
2209011135,220901001,Поставка лекарственного препарата для медицинского применения Натрия хлорид (Лот № 234),375.0,-1.0,-1.0,-1,-1.0,2221138988.0,222401001.0,2.575187844927661,21.20.10.134,2221138988.0,222401001.0,223fz,5.0,4.0,0.8,1.0
1809006079,183101001,Учебники печатные общеобразовательного назначения,43104.0,-1.0,-1.0,-1,-1.0,7725048330.0,770301001.0,4.634527649429033,58.11.11.000,7725048330.0,770300100.0,44fz,1.0,1.0,1.0,0.0
3811052319,381101001,-1,850000.0,-1.0,-1.0,-1,-1.0,3810062522.0,381001001.0,5.9294194366486765,35.30.11.111,3810062522.0,381001001.0,223fz,1.0,1.0,1.0,0.0
7811067030,781101001,-1,599.99,-1.0,-1.0,-1,-1.0,2537124300.0,253701001.0,2.7788672457449186,85.31.11.000,2537124300.0,250201001.0,44fz,1288.0,227.0,0.17624223602484473,1.0
1435212620,143501001,-1,1220.16,-1.0,-1.0,-1,-1.0,143506466375.0,-1.0,3.0867725702222795,85.13.12.000,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
5503020161,550301001,-1,13513.92,-1.0,-1.0,-1,-1.0,550503320732.0,-1.0,4.1308134792865845,85.21.12.000,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
5438100632,543801001,-1,20350.0,-1.0,-1.0,-1,-1.0,5438112638.0,543801001.0,4.308585754289083,10.71.11.111,5438112638.0,543801001.0,44fz,2.0,2.0,1.0,0.0
2608012412,260801001,Выполнение работ по обрезке деревьев в Ипатовском городском округе Ставропольского края в 2019 году.,219822.88,-1.0,-1.0,bankGuarantee,12349.6,722004124.0,72201001.0,5.342074869110659,43.12.11.140,722004124.0,72201001.0,44fz,100.0,15.0,0.15,1.0
6511003683,651101001,поставка продуктов питания,156521.72,-1.0,-1.0,cashAccount,19165.03,651100528348.0,-1.0,5.19457738631992,01.13.12.120,651100528348.0,-1.0,44fz,2.0,1.0,0.5,0.0
1636005574,163601001,-1,14196.0,-1.0,-1.0,-1,-1.0,1644086714.0,164401001.0,4.152196582334209,17.12.14.112,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
6902010174,695201001,поставка продуктов питания (Сардельки (говяжьи)),128341.84,-1.0,-1.0,-1,-1.0,6025009824.0,602501001.0,5.108371645230083,10.13.14.110,6025009824.0,602501001.0,223fz,6.0,5.0,0.8333333333333334,0.0
7731293789,773101001,-1,272830.33,-1.0,-1.0,-1,-1.0,5638057261.0,563801001.0,5.4358942401224715,52.23.11.000,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
3812010086,32602001,-1,179820.0,-1.0,-1.0,-1,-1.0,32602707270.0,-1.0,5.254840408484857,96.01.12.127,32602707270.0,-1.0,223fz,1.0,1.0,1.0,0.0
3525013943,352501001,Выборочный капитальный ремонт зданий дизель-генераторной и зарядной станции в части замены оконных и дверных блоков,252487.15,-1.0,-1.0,cashAccount,34154.45,3525425143.0,352501001.0,5.402241000235369,43.32.10.110,3525425143.0,352501001.0,44fz,2.0,2.0,1.0,0.0
6905000777,695001001,Поставка тепловой энергии,69250.7,30.0,-1.0,-1,-1.0,6912008287.0,691201001.0,4.8404304389864095,35.30.11.111,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
2310163739,236043001,Услуги по водоснабжению и водоотведению,12949.69,-1.0,-1.0,-1,-1.0,2321003007.0,236001001.0,4.112292907815687,36.00.20.110,-1.0,-1.0,-1,-1.0,-1.0,-1.0,0.0
